timestamp,unix_time,motion_detected,motion_intensity,motion_area,brightness,sensor_type,device_id
2025-12-01T16:22:36.835916,1764606156,0,0.0,0,110.92,webcam_motion,webcam_001
2025-12-01T16:22:36.890374,1764606156,1,2.06,4273,111.07,webcam_motion,webcam_001
2025-12-01T16:22:36.955943,1764606156,1,0.78,1613,111.13,webcam_motion,webcam_001
2025-12-01T16:22:37.028910,1764606157,1,0.73,1515,111.15,webcam_motion,webcam_001
2025-12-01T16:22:37.099939,1764606157,1,0.25,527,111.13,webcam_motion,webcam_001
2025-12-01T16:22:37.369220,1764606157,1,10.76,22317,110.99,webcam_motion,webcam_001
2025-12-01T16:22:37.436568,1764606157,1,2.21,4577,111.02,webcam_motion,webcam_001
2025-12-01T16:22:37.503933,1764606157,1,3.69,7645,111.07,webcam_motion,webcam_001
2025-12-01T16:22:37.572018,1764606157,1,4.49,9307,111.14,webcam_motion,webcam_001
2025-12-01T16:22:37.637936,1764606157,1,4.88,10115,111.24,webcam_motion,webcam_001
2025-12-01T16:22:37.737632,1764606157,1,9.32,19325,111.23,webcam_motion,webcam_001
2025-12-01T16:22:37.807519,1764606157,1,6.44,13357,111.3,webcam_motion,webcam_001
2025-12-01T16:22:37.874378,1764606157,1,9.54,19789,111.5,webcam_motion,webcam_001
2025-12-01T16:22:37.941065,1764606157,1,11.37,23567,111.67,webcam_motion,webcam_001
2025-12-01T16:22:38.008282,1764606158,1,16.32,33848,111.85,webcam_motion,webcam_001
2025-12-01T16:22:38.107403,1764606158,1,45.72,94813,112.11,webcam_motion,webcam_001
2025-12-01T16:22:38.173290,1764606158,1,57.22,118650,114.62,webcam_motion,webcam_001
2025-12-01T16:22:38.242130,1764606158,1,60.31,125051,115.33,webcam_motion,webcam_001
2025-12-01T16:22:38.308166,1764606158,1,48.04,99609,114.13,webcam_motion,webcam_001
2025-12-01T16:22:38.374985,1764606158,1,59.74,123869,112.98,webcam_motion,webcam_001
2025-12-01T16:22:38.479429,1764606158,1,73.06,151505,110.42,webcam_motion,webcam_001
2025-12-01T16:22:38.538234,1764606158,1,70.42,146021,113.84,webcam_motion,webcam_001
2025-12-01T16:22:38.606265,1764606158,1,75.83,157248,115.37,webcam_motion,webcam_001
2025-12-01T16:22:38.673632,1764606158,1,57.55,119327,113.95,webcam_motion,webcam_001
2025-12-01T16:22:38.741661,1764606158,1,56.4,116951,113.02,webcam_motion,webcam_001
2025-12-01T16:22:38.845351,1764606158,1,95.76,198574,115.42,webcam_motion,webcam_001
2025-12-01T16:22:38.902690,1764606158,1,42.33,87775,114.36,webcam_motion,webcam_001
2025-12-01T16:22:38.972047,1764606158,1,56.38,116905,113.63,webcam_motion,webcam_001
2025-12-01T16:22:39.040876,1764606159,1,46.36,96131,111.95,webcam_motion,webcam_001
2025-12-01T16:22:39.109057,1764606159,1,31.04,64364,111.27,webcam_motion,webcam_001
2025-12-01T16:22:39.209333,1764606159,1,34.84,72238,111.07,webcam_motion,webcam_001
2025-12-01T16:22:39.273265,1764606159,1,12.96,26877,111.3,webcam_motion,webcam_001
2025-12-01T16:22:39.338543,1764606159,1,9.01,18691,111.77,webcam_motion,webcam_001
2025-12-01T16:22:39.407273,1764606159,1,7.0,14525,112.25,webcam_motion,webcam_001
2025-12-01T16:22:39.474641,1764606159,1,5.8,12029,112.67,webcam_motion,webcam_001
2025-12-01T16:22:39.572900,1764606159,1,13.35,27679,113.16,webcam_motion,webcam_001
2025-12-01T16:22:39.626621,1764606159,1,7.81,16191,113.43,webcam_motion,webcam_001
2025-12-01T16:22:39.704912,1764606159,1,14.48,30016,113.58,webcam_motion,webcam_001
2025-12-01T16:22:39.772608,1764606159,1,15.17,31465,113.63,webcam_motion,webcam_001
2025-12-01T16:22:39.838959,1764606159,1,13.26,27489,113.71,webcam_motion,webcam_001
2025-12-01T16:22:39.936475,1764606159,1,19.36,40139,113.87,webcam_motion,webcam_001
2025-12-01T16:22:40.008670,1764606160,1,12.9,26741,114.0,webcam_motion,webcam_001
2025-12-01T16:22:40.074660,1764606160,1,15.38,31889,114.18,webcam_motion,webcam_001
2025-12-01T16:22:40.141444,1764606160,1,13.71,28421,114.31,webcam_motion,webcam_001
2025-12-01T16:22:40.207451,1764606160,1,11.09,22990,114.32,webcam_motion,webcam_001
2025-12-01T16:22:40.310044,1764606160,1,15.32,31760,113.95,webcam_motion,webcam_001
2025-12-01T16:22:40.369606,1764606160,1,4.95,10274,113.47,webcam_motion,webcam_001
2025-12-01T16:22:40.439771,1764606160,1,2.98,6178,113.12,webcam_motion,webcam_001
2025-12-01T16:22:40.508585,1764606160,1,1.07,2226,112.92,webcam_motion,webcam_001
2025-12-01T16:22:40.575718,1764606160,1,0.3,630,112.73,webcam_motion,webcam_001
2025-12-01T16:22:40.677739,1764606160,0,0.0,0,112.48,webcam_motion,webcam_001
2025-12-01T16:22:40.741191,1764606160,1,1.1,2274,112.35,webcam_motion,webcam_001
2025-12-01T16:22:40.807011,1764606160,1,1.56,3239,112.23,webcam_motion,webcam_001
2025-12-01T16:22:40.873650,1764606160,1,1.79,3714,112.1,webcam_motion,webcam_001
2025-12-01T16:22:40.940309,1764606160,1,1.6,3328,111.98,webcam_motion,webcam_001
2025-12-01T16:22:41.317335,1764606161,1,16.41,34030,111.69,webcam_motion,webcam_001
2025-12-01T16:22:41.377401,1764606161,0,0.0,0,111.66,webcam_motion,webcam_001
2025-12-01T16:22:41.440773,1764606161,0,0.0,0,111.68,webcam_motion,webcam_001
2025-12-01T16:22:41.508126,1764606161,0,0.0,0,111.67,webcam_motion,webcam_001
2025-12-01T16:22:41.577011,1764606161,0,0.0,0,111.65,webcam_motion,webcam_001
2025-12-01T16:22:41.677217,1764606161,0,0.0,0,111.71,webcam_motion,webcam_001
2025-12-01T16:22:41.743158,1764606161,0,0.0,0,111.75,webcam_motion,webcam_001
2025-12-01T16:22:41.805061,1764606161,0,0.0,0,111.78,webcam_motion,webcam_001
2025-12-01T16:22:41.871525,1764606161,0,0.0,0,111.84,webcam_motion,webcam_001
2025-12-01T16:22:41.940358,1764606161,1,0.81,1678,111.8,webcam_motion,webcam_001
2025-12-01T16:22:42.042620,1764606162,1,8.43,17474,111.55,webcam_motion,webcam_001
2025-12-01T16:22:42.105068,1764606162,1,7.71,15992,111.37,webcam_motion,webcam_001
2025-12-01T16:22:42.172018,1764606162,1,8.87,18384,111.25,webcam_motion,webcam_001
2025-12-01T16:22:42.241054,1764606162,1,2.92,6052,111.3,webcam_motion,webcam_001
2025-12-01T16:22:42.308068,1764606162,1,0.24,505,111.43,webcam_motion,webcam_001
2025-12-01T16:22:42.402777,1764606162,1,0.74,1531,111.66,webcam_motion,webcam_001
2025-12-01T16:22:42.475015,1764606162,1,2.89,5999,111.75,webcam_motion,webcam_001
2025-12-01T16:22:42.538231,1764606162,1,2.93,6080,111.84,webcam_motion,webcam_001
2025-12-01T16:22:42.605053,1764606162,1,11.62,24098,111.87,webcam_motion,webcam_001
2025-12-01T16:22:42.674665,1764606162,1,17.26,35786,111.81,webcam_motion,webcam_001
2025-12-01T16:22:42.774632,1764606162,1,29.88,61957,112.35,webcam_motion,webcam_001
2025-12-01T16:22:42.839719,1764606162,1,19.66,40769,112.92,webcam_motion,webcam_001
2025-12-01T16:22:42.906233,1764606162,1,28.77,59653,113.28,webcam_motion,webcam_001
2025-12-01T16:22:42.974083,1764606162,1,16.57,34349,113.32,webcam_motion,webcam_001
2025-12-01T16:22:43.041716,1764606163,1,20.4,42310,113.63,webcam_motion,webcam_001
2025-12-01T16:22:43.143403,1764606163,1,23.17,48051,113.78,webcam_motion,webcam_001
2025-12-01T16:22:43.206561,1764606163,1,0.57,1181,113.72,webcam_motion,webcam_001
2025-12-01T16:22:43.272395,1764606163,1,9.75,20224,113.62,webcam_motion,webcam_001
2025-12-01T16:22:43.341790,1764606163,1,8.14,16874,113.47,webcam_motion,webcam_001
2025-12-01T16:22:43.407353,1764606163,1,20.89,43315,113.28,webcam_motion,webcam_001
2025-12-01T16:22:43.511394,1764606163,1,42.68,88501,112.45,webcam_motion,webcam_001
2025-12-01T16:22:43.572371,1764606163,1,27.55,57119,111.77,webcam_motion,webcam_001
2025-12-01T16:22:43.638233,1764606163,1,13.85,28716,111.84,webcam_motion,webcam_001
2025-12-01T16:22:43.707594,1764606163,1,18.22,37779,112.57,webcam_motion,webcam_001
2025-12-01T16:22:43.774554,1764606163,1,16.44,34080,113.15,webcam_motion,webcam_001
2025-12-01T16:22:43.876701,1764606163,1,6.02,12489,113.07,webcam_motion,webcam_001
2025-12-01T16:22:43.941837,1764606163,1,29.32,60801,112.56,webcam_motion,webcam_001
2025-12-01T16:22:44.006191,1764606164,1,45.18,93691,113.19,webcam_motion,webcam_001
2025-12-01T16:22:44.075463,1764606164,1,48.52,100618,114.35,webcam_motion,webcam_001
2025-12-01T16:22:44.142849,1764606164,1,54.61,113242,115.22,webcam_motion,webcam_001
2025-12-01T16:22:44.242646,1764606164,1,97.84,202876,117.98,webcam_motion,webcam_001
2025-12-01T16:22:44.307010,1764606164,1,100,207534,118.79,webcam_motion,webcam_001
2025-12-01T16:22:44.375632,1764606164,1,100,257548,118.6,webcam_motion,webcam_001
2025-12-01T16:22:44.441560,1764606164,1,100,284952,117.95,webcam_motion,webcam_001
2025-12-01T16:22:44.508564,1764606164,1,100,254293,116.85,webcam_motion,webcam_001
2025-12-01T16:22:44.605130,1764606164,1,100,320724,115.38,webcam_motion,webcam_001
2025-12-01T16:22:44.669332,1764606164,1,100,259135,113.64,webcam_motion,webcam_001
2025-12-01T16:22:44.740416,1764606164,1,100,310433,115.72,webcam_motion,webcam_001
2025-12-01T16:22:44.809796,1764606164,1,100,246853,115.08,webcam_motion,webcam_001
2025-12-01T16:22:44.875863,1764606164,1,74.66,154825,114.78,webcam_motion,webcam_001
2025-12-01T16:22:44.971483,1764606164,1,100,236841,114.02,webcam_motion,webcam_001
2025-12-01T16:22:45.041150,1764606165,1,65.3,135402,112.69,webcam_motion,webcam_001
2025-12-01T16:22:45.109472,1764606165,1,89.42,185426,110.96,webcam_motion,webcam_001
2025-12-01T16:22:45.173336,1764606165,1,100,212692,108.73,webcam_motion,webcam_001
2025-12-01T16:22:45.242435,1764606165,1,100,225312,108.02,webcam_motion,webcam_001
2025-12-01T16:22:45.344094,1764606165,1,100,244693,109.94,webcam_motion,webcam_001
2025-12-01T16:22:45.404163,1764606165,1,94.74,196447,111.91,webcam_motion,webcam_001
2025-12-01T16:22:45.473504,1764606165,1,100,212427,113.34,webcam_motion,webcam_001
2025-12-01T16:22:45.541790,1764606165,1,100,231834,115.23,webcam_motion,webcam_001
2025-12-01T16:22:45.594491,1764606165,1,100,244354,117.08,webcam_motion,webcam_001
2025-12-01T16:22:45.705606,1764606165,1,100,336437,117.87,webcam_motion,webcam_001
2025-12-01T16:22:45.775151,1764606165,1,100,248470,117.58,webcam_motion,webcam_001
2025-12-01T16:22:45.841006,1764606165,1,88.39,183288,116.23,webcam_motion,webcam_001
2025-12-01T16:22:45.908313,1764606165,1,88.98,184501,115.36,webcam_motion,webcam_001
2025-12-01T16:22:45.975764,1764606165,1,74.01,153466,114.85,webcam_motion,webcam_001
2025-12-01T16:22:46.081465,1764606166,1,83.38,172894,114.86,webcam_motion,webcam_001
2025-12-01T16:22:46.141564,1764606166,1,81.88,169788,114.77,webcam_motion,webcam_001
2025-12-01T16:22:46.208831,1764606166,1,85.41,177097,115.16,webcam_motion,webcam_001
2025-12-01T16:22:46.278367,1764606166,1,88.83,184202,114.28,webcam_motion,webcam_001
2025-12-01T16:22:46.342711,1764606166,1,34.21,70928,114.61,webcam_motion,webcam_001
2025-12-01T16:22:46.439414,1764606166,1,71.4,148052,113.02,webcam_motion,webcam_001
