timestamp,unix_time,motion_detected,motion_intensity,motion_area,brightness,sensor_type,device_id
2025-12-01T17:46:48.167561,1764611208,0,0.0,0,121.91,webcam_motion,webcam_001
2025-12-01T17:46:48.224266,1764611208,1,2.25,4674,122.13,webcam_motion,webcam_001
2025-12-01T17:46:48.317955,1764611208,1,1.61,3335,122.26,webcam_motion,webcam_001
2025-12-01T17:46:48.387580,1764611208,0,0.0,0,122.32,webcam_motion,webcam_001
2025-12-01T17:46:48.455411,1764611208,1,0.93,1930,122.7,webcam_motion,webcam_001
2025-12-01T17:46:48.622739,1764611208,1,1.05,2170,123.41,webcam_motion,webcam_001
2025-12-01T17:46:48.697000,1764611208,1,0.57,1179,123.46,webcam_motion,webcam_001
2025-12-01T17:46:48.763908,1764611208,0,0.0,0,123.46,webcam_motion,webcam_001
2025-12-01T17:46:48.833672,1764611208,0,0.0,0,123.49,webcam_motion,webcam_001
2025-12-01T17:46:48.901010,1764611208,1,0.26,536,123.48,webcam_motion,webcam_001
2025-12-01T17:46:49.001322,1764611209,1,1.17,2432,123.41,webcam_motion,webcam_001
2025-12-01T17:46:49.071763,1764611209,1,23.64,49012,123.45,webcam_motion,webcam_001
2025-12-01T17:46:49.127436,1764611209,1,36.77,76256,123.54,webcam_motion,webcam_001
2025-12-01T17:46:49.197752,1764611209,1,48.76,101115,123.67,webcam_motion,webcam_001
2025-12-01T17:46:49.272300,1764611209,1,69.94,145037,123.91,webcam_motion,webcam_001
2025-12-01T17:46:49.369759,1764611209,1,100,222339,124.73,webcam_motion,webcam_001
2025-12-01T17:46:49.437139,1764611209,1,54.64,113296,125.45,webcam_motion,webcam_001
2025-12-01T17:46:49.504512,1764611209,1,45.7,94773,126.11,webcam_motion,webcam_001
2025-12-01T17:46:49.570587,1764611209,1,29.09,60323,126.89,webcam_motion,webcam_001
2025-12-01T17:46:49.634716,1764611209,1,43.74,90701,127.84,webcam_motion,webcam_001
2025-12-01T17:46:49.739643,1764611209,1,100,275819,129.57,webcam_motion,webcam_001
2025-12-01T17:46:49.803324,1764611209,1,94.55,196052,130.94,webcam_motion,webcam_001
2025-12-01T17:46:49.872889,1764611209,1,82.27,170586,133.49,webcam_motion,webcam_001
2025-12-01T17:46:49.937435,1764611209,1,61.76,128056,134.84,webcam_motion,webcam_001
2025-12-01T17:46:50.004558,1764611210,1,55.1,114247,136.26,webcam_motion,webcam_001
2025-12-01T17:46:50.102837,1764611210,1,100,253136,138.87,webcam_motion,webcam_001
2025-12-01T17:46:50.170595,1764611210,1,100,257612,136.06,webcam_motion,webcam_001
2025-12-01T17:46:50.238355,1764611210,1,100,291499,132.82,webcam_motion,webcam_001
2025-12-01T17:46:50.303192,1764611210,1,100,227204,131.04,webcam_motion,webcam_001
2025-12-01T17:46:50.372383,1764611210,1,90.89,188477,130.11,webcam_motion,webcam_001
2025-12-01T17:46:50.471132,1764611210,1,100,229436,128.75,webcam_motion,webcam_001
2025-12-01T17:46:50.538038,1764611210,1,50.57,104857,127.96,webcam_motion,webcam_001
2025-12-01T17:46:50.603437,1764611210,1,24.98,51801,127.5,webcam_motion,webcam_001
2025-12-01T17:46:50.668648,1764611210,1,22.29,46216,127.15,webcam_motion,webcam_001
2025-12-01T17:46:50.738426,1764611210,1,22.17,45965,126.73,webcam_motion,webcam_001
2025-12-01T17:46:50.840903,1764611210,1,30.0,62212,125.84,webcam_motion,webcam_001
2025-12-01T17:46:50.903112,1764611210,1,23.01,47714,125.32,webcam_motion,webcam_001
2025-12-01T17:46:50.973254,1764611210,1,31.23,64768,124.81,webcam_motion,webcam_001
2025-12-01T17:46:51.036662,1764611211,1,42.52,88171,123.88,webcam_motion,webcam_001
2025-12-01T17:46:51.104158,1764611211,1,80.33,166567,123.87,webcam_motion,webcam_001
2025-12-01T17:46:51.205768,1764611211,1,98.82,204909,125.12,webcam_motion,webcam_001
2025-12-01T17:46:51.271203,1764611211,1,66.24,137361,125.64,webcam_motion,webcam_001
2025-12-01T17:46:51.336623,1764611211,1,50.26,104216,125.69,webcam_motion,webcam_001
2025-12-01T17:46:51.404126,1764611211,1,50.26,104213,125.56,webcam_motion,webcam_001
2025-12-01T17:46:51.471889,1764611211,1,44.08,91397,125.22,webcam_motion,webcam_001
2025-12-01T17:46:51.571504,1764611211,1,59.63,123656,124.17,webcam_motion,webcam_001
2025-12-01T17:46:51.633214,1764611211,1,35.71,74055,123.29,webcam_motion,webcam_001
2025-12-01T17:46:51.703105,1764611211,1,38.99,80852,122.47,webcam_motion,webcam_001
2025-12-01T17:46:51.769219,1764611211,1,62.54,129684,122.0,webcam_motion,webcam_001
2025-12-01T17:46:51.838103,1764611211,1,73.91,153262,122.99,webcam_motion,webcam_001
2025-12-01T17:46:51.943081,1764611211,1,62.44,129471,119.17,webcam_motion,webcam_001
2025-12-01T17:46:52.004603,1764611212,1,12.37,25657,118.89,webcam_motion,webcam_001
2025-12-01T17:46:52.070788,1764611212,1,9.48,19648,118.83,webcam_motion,webcam_001
2025-12-01T17:46:52.136659,1764611212,1,12.5,25919,118.78,webcam_motion,webcam_001
2025-12-01T17:46:52.204239,1764611212,1,9.35,19397,118.86,webcam_motion,webcam_001
2025-12-01T17:46:52.309247,1764611212,1,20.47,42455,118.9,webcam_motion,webcam_001
